"NatM_p_1_Fem_GP_1","SR_LN(R0)","SR_BH_steep","Q_extraSD_Acoustic_Survey(2)","ln(EffN_mult)_1","ln(EffN_mult)_2"
0.216155,14.5186,0.613983,0.345985,-0.644188,2.04114
0.218956,14.4276,0.806268,0.391461,-0.582676,3.58974
0.249572,14.8964,0.878362,0.506685,-0.56149,2.05966
0.251595,14.9146,0.755202,0.315454,-0.562105,2.13629
0.239851,14.9724,0.811873,0.491629,-0.807608,3.97285
0.207234,14.4754,0.783026,0.287411,-0.489865,1.80879
0.247493,14.8398,0.790148,0.17877,-0.677302,2.60553
0.217364,14.6968,0.759392,0.259444,-0.497748,2.04434
0.203161,14.5216,0.68333,0.422393,-0.578077,2.02591
0.259017,14.7487,0.736458,0.190909,-0.54982,2.32846
0.222516,14.7807,0.756397,0.252012,-0.439354,3.46145
0.27861,15.3215,0.769972,0.219361,-0.424256,2.9987
0.241415,14.6626,0.907426,0.240061,-0.343989,3.47245
0.251779,15.1436,0.772075,0.319545,-0.588685,2.71396
0.253739,15.1298,0.776671,0.307783,-0.636786,4.00164
0.234259,15.2549,0.699436,0.278617,-0.544711,1.58982
0.217604,14.5352,0.824509,0.225391,-0.599037,1.82065
0.220059,14.4897,0.771895,0.276925,-0.495895,3.80441
0.23199,14.7448,0.876192,0.23397,-0.689059,2.10311
0.257982,14.9564,0.905928,0.19096,-0.4919,1.9291
0.228822,14.8379,0.835473,0.191886,-0.781424,1.67416
0.202828,14.4027,0.958518,0.341583,-0.539469,2.09179
0.236032,14.5719,0.873181,0.390883,-0.630208,2.45825
0.227166,15.1514,0.808627,0.230054,-0.629354,4.87173
0.24251,14.762,0.929494,0.403545,-0.673296,1.2438
0.222001,14.3703,0.759743,0.249962,-0.63699,2.4364
0.242373,15.2146,0.906436,0.367663,-0.48693,3.11092
0.219438,14.7383,0.909035,0.263045,-0.629368,3.29452
0.239226,14.8049,0.863327,0.248759,-0.666604,3.85179
0.222906,14.3085,0.886992,0.2208,-0.319168,4.79352
0.256052,15.0792,0.85614,0.235752,-0.729514,1.58749
0.192287,14.5287,0.776773,0.397232,-0.647301,2.32483
0.214627,14.2502,0.657179,0.291003,-0.554159,0.804363
0.219623,14.3909,0.914721,0.411918,-0.59678,2.13123
0.236598,14.5157,0.577537,0.188368,-0.643951,1.56545
0.228576,14.6466,0.909716,0.34554,-0.7853,1.8595
0.211383,14.7279,0.704794,0.2245,-0.450097,2.53184
0.262592,15.0273,0.707321,0.226637,-0.560263,3.31479
0.216608,14.6462,0.722838,0.170472,-0.602543,2.00097
0.214837,14.5266,0.549035,0.270373,-0.480422,4.14359
0.233915,15.0694,0.777015,0.293486,-0.657979,1.90761
0.221394,14.5942,0.92133,0.267631,-0.522026,2.10594
0.229182,14.7652,0.786288,0.237358,-0.493283,3.67684
0.255984,15.3806,0.893195,0.287502,-0.524541,2.89108
0.236744,15.0529,0.836207,0.232044,-0.569841,1.45304
0.221247,14.6475,0.818481,0.214521,-0.644473,1.83981
0.214082,14.5204,0.716413,0.329973,-0.50395,1.33326
0.232459,14.8715,0.896998,0.282043,-0.541415,1.81991
0.216306,14.3328,0.923065,0.260426,-0.531559,1.36292
0.197894,14.6145,0.842243,0.466654,-0.570331,1.80441
0.22464,14.8232,0.856144,0.215205,-0.720172,4.44403
0.234387,14.8157,0.819528,0.303301,-0.356025,2.32317
0.211587,14.6042,0.917074,0.305504,-0.638734,2.40354
0.212263,14.5607,0.847276,0.288162,-0.667641,1.74174
0.193994,14.3264,0.764719,0.233237,-0.58038,5.89533
0.20083,14.2426,0.872311,0.462771,-0.436446,2.55153
0.201825,14.2443,0.804145,0.275623,-0.438912,1.43598
0.235271,14.5781,0.869895,0.252432,-0.5901,2.18438
0.203281,14.3124,0.834005,0.240345,-0.5575,1.91503
0.25207,15.1114,0.949951,0.300065,-0.522925,1.88595
0.214364,14.6615,0.961807,0.270882,-0.654246,3.29425
0.270802,15.2883,0.834397,0.285716,-0.688493,2.29833
0.242256,14.7659,0.921007,0.265873,-0.579652,2.06479
0.203751,14.7056,0.962376,0.43924,-0.735329,4.47271
0.26245,14.904,0.88903,0.422194,-0.496692,4.25111
0.235831,14.9057,0.809288,0.272468,-0.62571,3.25115
0.238558,15.0994,0.836566,0.595857,-0.581714,2.68164
0.204017,14.6057,0.88112,0.367459,-0.544397,2.12254
0.237913,14.7387,0.925412,0.358816,-0.556494,3.69594
0.233389,14.9125,0.877202,0.38818,-0.648947,2.61697
0.225307,14.7324,0.86826,0.216785,-0.719,1.39049
0.231323,14.6405,0.798607,0.18459,-0.456828,2.16422
0.215679,14.9668,0.861196,0.232073,-0.526736,2.04708
0.253186,15.1851,0.819748,0.303594,-0.759277,1.60812
0.259162,14.9238,0.858156,0.229804,-0.450109,1.12563
0.225466,14.956,0.724623,0.489835,-0.547136,1.26361
0.274097,15.1993,0.889223,0.272206,-0.523242,3.10388
0.203491,14.5184,0.658978,0.433068,-0.547546,2.73101
0.21551,15.0074,0.827148,0.252659,-0.696809,2.19602
0.270936,15.1387,0.695297,0.225966,-0.648023,3.09708
0.21022,14.8362,0.664192,0.179258,-0.542097,2.91465
0.246309,15.0436,0.94471,0.483843,-0.340855,2.0044
0.218716,14.5461,0.912161,0.248198,-0.612615,2.23137
0.213794,14.8804,0.691767,0.33507,-0.480216,3.67711
0.189706,14.6278,0.7498,0.255422,-0.68868,3.79254
0.229205,14.525,0.856962,0.25985,-0.330656,2.19238
0.214726,14.0864,0.72738,0.280968,-0.600852,2.44301
0.214903,14.7785,0.867407,0.279797,-0.662626,2.07872
0.219012,14.2985,0.75096,0.212832,-0.665093,2.46466
0.216664,14.7016,0.88479,0.47052,-0.674961,1.62579
0.240778,14.6724,0.676714,0.181606,-0.53043,1.62669
0.222281,14.3851,0.879413,0.268951,-0.433297,3.29123
0.232492,14.4653,0.65025,0.278465,-0.632881,1.73439
0.194283,14.4065,0.76005,0.259023,-0.597089,3.88777
0.230233,14.7904,0.891265,0.296152,-0.56857,2.04219
0.252561,14.9497,0.847407,0.227297,-0.61744,1.8878
0.225867,14.5169,0.83386,0.335803,-0.538949,2.04309
0.217751,14.582,0.76442,0.244647,-0.558861,1.54237
0.267413,14.9116,0.696714,0.26773,-0.464419,1.75205
0.245262,15.0914,0.735275,0.301894,-0.34403,2.53329
0.232748,14.8921,0.811516,0.429712,-0.553107,2.54577
0.261097,15.0774,0.518367,0.236768,-0.520543,2.53365
0.218827,14.6684,0.747791,0.412172,-0.327432,2.06192
0.287329,15.5474,0.868045,0.193401,-0.273093,1.36978
0.279473,15.4952,0.844979,0.483705,-0.412611,4.70338
0.265353,15.3765,0.638057,0.261688,-0.671967,3.51371
0.214468,14.9671,0.517487,0.337314,-0.740621,2.96396
0.293683,15.4536,0.713883,0.320482,-0.564315,2.16995
0.222536,14.9784,0.554359,0.260697,-0.501124,2.66848
0.265817,15.4398,0.602752,0.291613,-0.546876,1.32679
0.221218,14.9977,0.604264,0.344254,-0.506341,2.17493
0.248122,14.5773,0.947855,0.256123,-0.390004,2.75957
0.203938,14.5957,0.846395,0.294445,-0.514581,1.88885
0.210777,14.7447,0.789591,0.276144,-0.636411,1.81076
0.239552,14.5621,0.907002,0.260619,-0.662731,2.69502
0.246107,14.8454,0.862932,0.339324,-0.650921,2.69925
0.252755,14.7862,0.629095,0.222911,-0.702516,1.10826
0.238106,15.1708,0.669084,0.238637,-0.601118,2.2946
0.247905,14.9696,0.714144,0.279082,-0.358073,1.59856
0.216323,14.5238,0.878485,0.327441,-0.453398,1.50736
0.241266,14.413,0.753194,0.266278,-0.508488,2.48625
0.222945,14.9572,0.834996,0.243263,-0.495309,2.75509
0.247514,15.2832,0.728151,0.255134,-0.481093,2.00803
0.251279,15.0221,0.72799,0.292251,-0.456144,2.70229
0.222034,14.9619,0.825085,0.418402,-0.570389,5.66777
0.225925,14.5736,0.760717,0.453485,-0.589139,2.89101
0.237573,14.5748,0.94096,0.199912,-0.487737,2.59138
0.230328,14.7396,0.85972,0.341936,-0.601498,2.95765
0.219035,14.5179,0.921368,0.277874,-0.489396,2.41892
0.219058,14.5695,0.886814,0.265625,-0.615102,3.23809
0.24801,14.8667,0.717501,0.340397,-0.533275,1.96601
0.292947,15.7162,0.624921,0.38663,-0.515634,2.86481
0.253366,15.2611,0.734376,0.393935,-0.678014,4.41791
0.249663,15.2722,0.613098,0.430101,-0.612924,1.59039
0.258593,15.2549,0.740615,0.160301,-0.573578,2.152
0.247698,15.0845,0.893236,0.340553,-0.692,5.06009
0.231989,15.0481,0.878389,0.389412,-0.407329,1.16515
0.234222,14.685,0.787428,0.526194,-0.302368,3.41145
0.241497,14.9832,0.766578,0.189891,-0.668902,3.25784
0.210031,14.3509,0.884626,0.225479,-0.537059,1.94169
0.248301,15.0415,0.765348,0.303143,-0.494295,1.98036
0.19178,14.3228,0.897993,0.357341,-0.603571,3.22065
0.266022,15.0509,0.85471,0.24538,-0.596498,1.56949
0.194315,14.2469,0.856312,0.541444,-0.440613,2.10707
0.257461,14.9041,0.652407,0.395029,-0.516717,3.31704
0.2009,14.2862,0.638454,0.286219,-0.485148,1.95873
0.213077,14.7133,0.862018,0.224806,-0.700765,3.23421
0.233989,14.7841,0.833044,0.241941,-0.578037,4.81124
0.203463,14.2438,0.870324,0.320194,-0.588385,2.25771
0.249254,14.7804,0.797006,0.406859,-0.520464,2.77005
0.208986,14.5855,0.914114,0.342014,-0.670847,3.44622
0.208051,14.2726,0.603956,0.296246,-0.383325,3.99593
0.220192,14.8493,0.902938,0.22523,-0.602108,2.55671
0.261156,15.2951,0.8588,0.266971,-0.58179,2.26676
0.225,14.7543,0.889106,0.234184,-0.55973,1.95661
0.196488,14.358,0.795557,0.371605,-0.372862,1.58314
0.203191,14.2939,0.886333,0.26984,-0.643734,2.12637
0.238228,14.7541,0.784975,0.395195,-0.658348,1.81678
0.223978,14.8839,0.778339,0.271939,-0.498306,3.06545
0.263064,15.1344,0.738773,0.245911,-0.609083,2.1311
0.241407,14.9201,0.680889,0.377911,-0.564276,3.05012
0.221497,14.9482,0.904884,0.353682,-0.591655,1.87178
0.203013,14.5209,0.852941,0.218643,-0.333183,2.50788
0.19208,14.1149,0.823036,0.494515,-0.528376,2.32509
0.228677,14.6441,0.552896,0.248278,-0.521278,1.45523
0.237141,14.9831,0.781728,0.479954,-0.567145,1.76835
0.215039,14.7768,0.690631,0.333341,-0.495453,1.29563
0.22591,14.61,0.724374,0.258432,-0.674467,2.40598
0.237235,14.863,0.741722,0.316495,-0.575803,4.21939
0.217325,14.3544,0.877973,0.407476,-0.375858,4.36408
0.213116,14.7626,0.801908,0.355663,-0.570044,1.66201
0.23891,15.3275,0.975723,0.445593,-0.533186,1.67149
0.214928,14.8566,0.866088,0.352192,-0.437476,2.60346
0.217792,14.7455,0.5576,0.372088,-0.49585,3.71575
0.230503,14.6192,0.871829,0.44433,-0.682495,1.49679
0.244268,14.7787,0.812798,0.240621,-0.522859,3.58676
0.227475,14.8798,0.762539,0.318271,-0.524205,1.99304
0.271237,15.506,0.854171,0.447786,-0.556057,1.95371
0.226235,14.8972,0.706788,0.374669,-0.496622,1.21571
0.232708,14.8266,0.806957,0.291074,-0.638291,2.44217
0.244927,15.0222,0.566632,0.305107,-0.692939,2.21903
0.231584,15.069,0.803439,0.278871,-0.406552,2.49506
0.230383,14.6583,0.86401,0.262873,-0.444051,1.27602
0.259247,15.0531,0.78714,0.333832,-0.433836,2.77153
0.267541,15.0206,0.76375,0.468364,-0.477791,2.53293
0.224137,14.7266,0.957327,0.269138,-0.576919,2.5955
0.220831,14.6267,0.955756,0.161306,-0.386583,2.46105
0.222387,14.519,0.843269,0.234542,-0.636276,1.40926
0.259127,14.9155,0.879851,0.245162,-0.412768,2.03434
0.22911,14.8234,0.744489,0.359281,-0.588659,4.00161
0.237798,14.0268,0.741648,0.333682,-0.573477,1.54087
0.228528,14.7036,0.946324,0.217345,-0.405021,2.62655
0.231077,14.8509,0.952179,0.18398,-0.538298,2.42003
0.232803,14.6516,0.623443,0.532441,-0.468655,2.63593
0.226921,14.7097,0.858167,0.340885,-0.615254,3.53763
0.194306,14.4295,0.746608,0.41648,-0.680048,2.0735
0.209461,14.3155,0.737896,0.389057,-0.464249,1.43344
0.234848,14.9425,0.79459,0.229642,-0.532189,3.19305
0.243656,14.9678,0.841837,0.320471,-0.631634,2.31928
0.209868,14.532,0.814173,0.192307,-0.544515,2.26267
0.250952,15.1464,0.804418,0.434285,-0.442049,2.42167
0.202015,14.0734,0.794474,0.440074,-0.646682,1.56438
0.264366,14.9046,0.684382,0.263319,-0.544959,1.96342
0.230144,14.8017,0.947247,0.341685,-0.449151,1.38041
0.258616,14.9205,0.799858,0.566038,-0.456531,2.85322
0.230321,14.6169,0.789955,0.305646,-0.541531,2.96315
0.251603,14.9346,0.67645,0.237956,-0.40827,3.01549
0.241088,14.9712,0.875444,0.195364,-0.415472,2.05929
0.238703,14.8309,0.813362,0.199834,-0.689433,3.07888
0.226746,14.7107,0.789695,0.278291,-0.692153,3.88344
0.217145,14.9207,0.906995,0.277316,-0.553432,2.02166
0.212235,14.2805,0.558414,0.296644,-0.400191,3.06794
0.228546,14.5863,0.831565,0.256419,-0.558564,3.24494
0.21607,14.3499,0.798764,0.395206,-0.6743,2.9019
0.219399,14.5236,0.831154,0.345408,-0.408138,2.43757
0.208127,14.4223,0.784196,0.232607,-0.52794,2.77649
0.225584,14.7202,0.890984,0.33123,-0.476349,3.13998
0.215195,14.7085,0.839885,0.264552,-0.616794,2.02065
0.246831,15.0221,0.822877,0.468066,-0.630618,3.3198
0.21291,14.5982,0.896633,0.380881,-0.529707,2.78568
0.220742,14.5824,0.879858,0.245277,-0.653137,2.18825
0.225283,14.5051,0.871569,0.297439,-0.465996,2.56321
0.282782,15.254,0.875367,0.202602,-0.38715,1.81287
0.250981,14.7735,0.795785,0.245635,-0.77399,2.15905
0.262444,15.574,0.842372,0.50404,-0.686592,2.24375
0.278668,15.4168,0.608389,0.353655,-0.558083,1.87629
0.258482,15.3345,0.866013,0.209536,-0.63747,2.97043
0.253723,14.8146,0.678568,0.287009,-0.516542,2.2481
0.248918,14.9491,0.884723,0.297465,-0.588929,3.81073
0.278082,15.1252,0.884598,0.236392,-0.43295,1.59354
0.250398,14.8671,0.973522,0.302054,-0.530206,2.72716
0.248698,15.1834,0.700235,0.234648,-0.376565,1.72435
0.24,14.8957,0.711975,0.332825,-0.421293,2.93362
0.236712,14.8453,0.683227,0.277298,-0.724429,2.60287
0.260873,15.3604,0.869439,0.459451,-0.541005,2.31175
0.266324,15.0168,0.793263,0.547349,-0.333719,2.03326
0.237304,15.041,0.862803,0.298757,-0.627013,1.81163
0.240544,14.6225,0.830241,0.2757,-0.29728,2.52787
0.222088,14.7394,0.737007,0.249265,-0.53752,2.32908
0.211968,14.6324,0.874664,0.597494,-0.742636,1.81694
0.232843,15.101,0.69085,0.20311,-0.655244,2.0768
0.250493,14.6854,0.870655,0.211389,-0.498251,3.80179
0.234188,14.6935,0.808732,0.215142,-0.432162,3.60928
0.221733,14.5511,0.639106,0.322781,-0.575028,1.8748
0.23883,14.7125,0.717136,0.292569,-0.554885,2.39271
0.215911,14.7893,0.918964,0.321053,-0.631702,2.07116
0.235013,14.9774,0.883772,0.2539,-0.514949,4.08614
0.197987,14.4875,0.738146,0.298818,-0.448454,2.51812
0.251782,14.9354,0.959886,0.343028,-0.558898,4.19497
0.231332,14.8531,0.833856,0.257733,-0.592113,2.75022
0.235482,14.7337,0.817321,0.275704,-0.476109,2.33485
0.235899,15.0925,0.660243,0.428675,-0.53421,1.56702
0.218296,14.7505,0.808355,0.277109,-0.658985,2.20343
0.236347,14.6435,0.870796,0.281595,-0.545032,1.70123
0.261204,15.5111,0.846289,0.197761,-0.584635,2.39445
0.24118,15.016,0.832681,0.265805,-0.716773,2.69605
0.21729,14.6301,0.770415,0.294401,-0.500148,2.31872
0.216252,14.3136,0.723487,0.24341,-0.469128,1.84844
0.228569,14.8742,0.830617,0.338241,-0.506571,2.56637
0.237225,14.5789,0.838155,0.292854,-0.51922,2.06142
0.194518,14.5168,0.898564,0.334039,-0.541772,3.42977
0.224513,14.5312,0.841698,0.305269,-0.467718,1.93889
0.210703,15.0011,0.994991,0.278059,-0.533917,3.30431
0.188681,13.8875,0.815857,0.196774,-0.492523,1.48334
0.23449,14.6792,0.906083,0.671771,-0.477592,1.3789
0.218181,14.263,0.856373,0.266857,-0.401257,2.46751
0.196873,14.2052,0.864008,0.191418,-0.558032,1.96073
0.205735,14.4123,0.787362,0.212528,-0.50722,1.61923
0.213658,14.5189,0.929921,0.280358,-0.59895,3.30514
0.233983,14.5411,0.535566,0.399546,-0.480685,2.4844
0.233065,15.0356,0.804297,0.212489,-0.747488,3.19917
0.249856,15.1692,0.756966,0.365494,-0.598148,1.47966
0.229212,14.9403,0.956631,0.218039,-0.751324,2.77216
0.236975,14.7062,0.845367,0.224627,-0.544101,2.37645
0.239699,15.1871,0.753466,0.300918,-0.579951,2.16449
0.228448,15.0053,0.808635,0.272196,-0.68484,3.81484
0.193983,14.5194,0.841889,0.383825,-0.544057,3.73486
0.180939,14.2155,0.923419,0.381264,-0.625368,2.08293
0.237356,14.634,0.86512,0.379817,-0.551491,2.02509
0.226918,14.6003,0.734682,0.370513,-0.566567,3.74425
0.247452,14.6877,0.766419,0.225382,-0.453102,4.12019
0.231718,14.4808,0.753287,0.425454,-0.695887,2.44674
0.246062,14.6791,0.871472,0.22386,-0.628682,3.1659
0.240787,14.8914,0.851688,0.414856,-0.569927,2.90387
0.25365,15.1823,0.754223,0.366998,-0.70711,2.2818
0.237281,15.1216,0.864189,0.329441,-0.593751,2.64496
0.225727,14.449,0.826162,0.305486,-0.679095,3.44659
0.228287,14.513,0.714055,0.277284,-0.518976,2.25202
0.208857,14.2884,0.833563,0.299775,-0.524452,2.242
0.218365,14.6816,0.977808,0.262075,-0.604648,1.885
0.221296,14.715,0.962955,0.33422,-0.652605,2.78748
0.24036,14.7429,0.837725,0.465002,-0.697729,2.94065
0.271476,15.225,0.825475,0.317509,-0.5357,2.19456
0.199343,14.2752,0.832732,0.265823,-0.486946,2.68627
0.196462,14.2297,0.886661,0.40872,-0.510312,2.15684
0.186604,14.2415,0.907622,0.233076,-0.558576,2.46218
0.230622,14.6239,0.686731,0.287948,-0.54817,2.4957
0.230899,14.6206,0.744491,0.295699,-0.712331,2.04435
0.258564,15.1647,0.921638,0.272956,-0.693979,0.37158
0.231828,14.6839,0.650618,0.583298,-0.600302,1.75578
0.248449,14.882,0.769589,0.156116,-0.537807,1.89564
0.220594,15.0335,0.654614,0.318661,-0.643864,1.75312
0.251695,14.8897,0.836897,0.289028,-0.474998,2.08015
0.194936,14.6837,0.639388,0.383267,-0.587247,5.01573
0.274089,15.1884,0.530799,0.4852,-0.600295,2.97327
0.254441,15.0797,0.561377,0.484127,-0.326172,3.33286
0.247226,15.0661,0.702603,0.299879,-0.541488,2.51719
0.204583,14.2874,0.908698,0.422083,-0.549751,2.11661
0.25543,14.9341,0.863252,0.306708,-0.42727,1.86461
0.26224,15.1953,0.624626,0.296831,-0.513795,1.94287
0.232981,14.8852,0.712988,0.390215,-0.729537,2.19688
0.207694,14.5648,0.861431,0.227152,-0.627711,2.4467
0.253885,14.9016,0.874653,0.388224,-0.72434,2.89454
0.237493,14.8097,0.830527,0.401707,-0.38092,2.407
0.189033,14.2389,0.857789,0.298132,-0.321473,0.924443
0.273678,15.2597,0.736127,0.375013,-0.568617,2.75
0.278742,15.047,0.906929,0.287985,-0.495651,1.84259
0.200551,14.0582,0.771592,0.282844,-0.433027,3.82752
0.215128,14.231,0.742539,0.47758,-0.452062,2.22653
0.23151,14.5837,0.807977,0.291672,-0.539278,2.19965
0.234362,14.9025,0.886263,0.405759,-0.658723,1.95494
0.223054,14.6505,0.706269,0.276741,-0.771783,2.26984
0.227984,14.3539,0.848458,0.256721,-0.381469,3.99896
0.220231,14.614,0.852638,0.435394,-0.53393,2.00241
0.214178,14.2564,0.811764,0.215212,-0.414928,2.19645
0.211816,14.2401,0.94824,0.251269,-0.4531,2.14657
0.239272,14.543,0.913937,0.311402,-0.457448,3.01409
0.23035,14.4812,0.695844,0.457129,-0.358847,2.23425
0.199721,14.6627,0.731455,0.196509,-0.597153,2.54983
0.224152,14.9908,0.867027,0.379706,-0.542871,2.74067
0.221622,14.4906,0.890964,0.250782,-0.415138,2.22117
0.18885,14.545,0.927495,0.219628,-0.609756,2.07437
0.22451,14.2913,0.855948,0.26798,-0.601414,3.00199
0.233969,14.4718,0.884461,0.231048,-0.481615,2.51153
0.246418,14.7058,0.853745,0.238782,-0.551787,3.45296
0.245599,15.007,0.871468,0.386446,-0.458379,1.89334
0.248608,15.0389,0.779574,0.278869,-0.688755,1.01831
0.206379,14.5408,0.788719,0.401409,-0.55162,2.10492
0.231589,14.7987,0.75308,0.255538,-0.825745,2.55239
0.256488,15.1437,0.98587,0.557272,-0.746361,2.679
0.218696,14.7701,0.850567,0.416457,-0.657364,2.26102
0.239498,15.0669,0.841899,0.231975,-0.505317,2.14911
0.20821,14.2309,0.821472,0.285391,-0.680921,2.43928
0.206531,14.3118,0.620238,0.50657,-0.633367,2.10631
0.242518,14.8968,0.768609,0.304477,-0.611852,2.77074
0.247611,15.2282,0.670327,0.428676,-0.670884,1.99859
0.222705,15.0087,0.607978,0.25235,-0.719545,2.8444
0.266269,15.4012,0.627863,0.244028,-0.594114,2.43719
0.228225,14.9185,0.529423,0.290671,-0.577657,1.76358
0.271451,15.4743,0.825127,0.242816,-0.508352,2.93814
0.261391,15.7833,0.832897,0.395581,-0.554597,1.77357
0.194511,14.7963,0.811739,0.306261,-0.615149,1.32371
0.242987,15.1192,0.904448,0.288194,-0.505354,1.04177
0.22043,14.6723,0.953431,0.248686,-0.509822,1.99818
0.208963,14.262,0.756467,0.30209,-0.442444,2.01842
0.188692,14.4901,0.955437,0.199751,-0.573579,3.33151
0.197431,14.7312,0.815866,0.399221,-0.476682,4.40762
0.197208,14.4,0.872972,0.451599,-0.728469,2.18203
0.245797,15.1636,0.813434,0.250812,-0.426637,2.95951
0.224075,14.7821,0.754301,0.239619,-0.636194,4.58354
0.216277,14.4133,0.697925,0.230399,-0.447531,2.58421
0.210786,14.2413,0.796823,0.395559,-0.557833,2.64697
0.253429,15.1447,0.803396,0.252064,-0.513194,2.94402
0.253997,15.1224,0.626664,0.217319,-0.511049,2.65298
0.197036,14.1794,0.893181,0.295814,-0.497287,2.61529
0.23204,14.8422,0.796539,0.27205,-0.503113,1.27706
0.233658,14.7693,0.749244,0.162541,-0.59845,3.05305
0.244579,14.8331,0.888936,0.229702,-0.418383,2.21239
0.243203,14.9187,0.888758,0.215112,-0.449361,2.9052
0.252984,15.0696,0.786487,0.277806,-0.48431,4.73136
0.252364,14.9907,0.806251,0.178171,-0.690773,2.01608
0.210179,14.2286,0.696728,0.455751,-0.49504,1.51036
0.243839,14.7816,0.835778,0.229011,-0.611011,4.39051
0.201361,14.4957,0.870848,0.345156,-0.527716,2.58947
0.20625,14.193,0.925234,0.455661,-0.465729,2.11276
0.243467,14.8823,0.872119,0.347855,-0.497438,2.51829
0.206097,14.6975,0.831663,0.350653,-0.65127,1.97327
0.268665,14.7012,0.491019,0.301776,-0.496138,3.08371
0.218385,14.6438,0.855634,0.333608,-0.643043,1.80719
0.210283,14.0817,0.717977,0.21186,-0.694046,1.52468
0.227969,14.7671,0.905666,0.191981,-0.598644,1.34867
0.229394,14.5834,0.814149,0.386042,-0.508021,1.80914
0.206025,14.6271,0.965718,0.255641,-0.334134,1.66834
0.237967,14.8309,0.8365,0.216242,-0.336678,2.9728
0.228267,14.8485,0.756239,0.477169,-0.355027,3.14535
0.258051,15.0815,0.753505,0.284752,-0.677538,2.44794
0.252362,15.2124,0.967097,0.256592,-0.552563,1.94319
0.236582,14.8807,0.689911,0.292705,-0.588107,1.99521
0.239018,15.0343,0.848353,0.251492,-0.537222,2.27339
0.177961,14.3572,0.693893,0.270604,-0.734281,2.37261
0.257208,14.8828,0.906383,0.224113,-0.545409,4.39148
0.203509,14.2835,0.828315,0.327211,-0.601381,1.55814
0.2613,14.8356,0.61676,0.358116,-0.470004,2.01817
0.241401,15.1478,0.883865,0.53187,-0.586956,1.46654
0.236388,15.0361,0.868226,0.332667,-0.481297,3.22779
0.227824,14.4481,0.771897,0.516511,-0.566713,1.45427
0.204483,14.541,0.704131,0.318297,-0.533245,2.11412
0.23262,14.8206,0.928532,0.402237,-0.465798,1.89606
0.218122,14.4238,0.887376,0.338959,-0.568515,2.32291
0.223283,14.6775,0.714559,0.229325,-0.759397,2.40472
0.220324,14.7502,0.91315,0.188071,-0.623669,1.72338
0.225633,14.6191,0.814201,0.324476,-0.606843,1.91759
0.220636,14.3217,0.870757,0.343375,-0.609691,1.44235
0.203813,14.4642,0.670396,0.293402,-0.419876,1.86732
0.23173,14.9749,0.862461,0.420432,-0.548993,1.57435
0.208294,14.5536,0.689729,0.239416,-0.536111,3.62801
0.227625,14.3034,0.746415,0.370473,-0.604346,4.60631
0.206331,14.4372,0.568859,0.221349,-0.469183,2.9737
0.224522,14.7218,0.734609,0.266746,-0.51421,3.71707
0.225956,14.9284,0.817513,0.263717,-0.494587,4.0157
0.199353,14.31,0.811551,0.273255,-0.666438,1.47101
0.255771,14.5113,0.591709,0.235357,-0.518354,3.2593
0.253605,14.6722,0.601653,0.194788,-0.503119,1.27791
0.242886,15.0425,0.88445,0.198444,-0.818754,1.86466
0.235404,14.6738,0.944729,0.414757,-0.541224,1.93772
0.225004,14.2134,0.636261,0.27304,-0.702139,3.45281
0.222157,14.8302,0.641866,0.371881,-0.620099,4.34351
0.239969,15.1608,0.798034,0.35078,-0.722906,1.78012
0.240506,14.9396,0.888777,0.311796,-0.422201,2.20358
0.245272,15.1019,0.891632,0.27158,-0.488597,2.5623
0.245578,15.0316,0.70121,0.274998,-0.600831,3.07184
0.22452,14.641,0.880685,0.344123,-0.532103,1.66454
0.216211,14.4709,0.742843,0.373569,-0.82769,2.36957
0.233759,14.8187,0.780095,0.260164,-0.541472,3.0192
0.236059,14.729,0.869523,0.17535,-0.532379,3.74912
0.223734,14.5901,0.722919,0.474995,-0.518094,1.56059
0.233574,14.5896,0.910677,0.201087,-0.763536,1.64019
0.232194,15.1346,0.844978,0.244527,-0.77168,1.82761
0.279169,15.3772,0.877979,0.232799,-0.57127,1.08865
0.246394,14.6985,0.891136,0.229328,-0.537315,3.27455
0.224115,14.7962,0.752466,0.26795,-0.632096,1.79943
0.216441,14.6991,0.82279,0.404827,-0.540626,1.86144
0.267144,15.2476,0.602231,0.316766,-0.825544,1.74621
0.253592,15.0718,0.763058,0.408708,-0.480537,2.57933
0.244169,14.9097,0.902667,0.386928,-0.410179,3.19064
0.233057,14.7092,0.842721,0.439068,-0.526392,2.45658
0.237556,14.739,0.689929,0.349303,-0.443727,1.11747
0.226528,14.6809,0.789259,0.352839,-0.613169,4.34393
0.221865,14.6804,0.707139,0.24787,-0.560909,2.16229
0.268767,14.8802,0.74534,0.29487,-0.448189,3.18154
0.215935,14.6604,0.62744,0.196575,-0.329911,2.36982
0.252419,15.3059,0.621074,0.371159,-0.467995,3.67818
0.23386,14.6885,0.875809,0.301475,-0.16782,2.75825
0.212897,14.2662,0.797356,0.396755,-0.43731,2.24641
0.237175,14.9233,0.809882,0.406865,-0.441065,2.00922
0.220023,14.3521,0.935916,0.337278,-0.522576,2.30456
0.225831,14.8807,0.912965,0.310184,-0.622614,2.48198
0.20047,14.6138,0.789369,0.216772,-0.717074,2.24036
0.238169,14.5422,0.807996,0.213922,-0.395447,1.8094
0.227212,14.5527,0.935363,0.739054,-0.539274,3.54299
