"NatM_p_1_Fem_GP_1","SR_LN(R0)","SR_BH_steep","Q_extraSD_Acoustic_Survey(2)","ln(EffN_mult)_1","ln(EffN_mult)_2"
0.226881,15.025,0.850775,0.288633,-0.612492,3.78438
0.249714,14.7428,0.755316,0.295625,-0.494471,1.88471
0.251182,14.6755,0.924918,0.235384,-0.410973,1.09226
0.201826,14.2513,0.901077,0.352064,-0.458932,1.75321
0.183661,14.2801,0.713912,0.375444,-0.510715,1.72417
0.19093,14.3812,0.872611,0.541641,-0.521311,2.32971
0.230353,14.8119,0.837776,0.214828,-0.563458,2.07042
0.238916,14.8066,0.650788,0.274467,-0.486675,3.01955
0.202731,14.5745,0.706331,0.271096,-0.543341,1.93267
0.192284,14.4357,0.711486,0.294818,-0.491723,2.06483
0.21386,14.7586,0.607667,0.468411,-0.788133,2.84455
0.236785,15.0574,0.817991,0.27518,-0.414763,3.29098
0.241933,14.5875,0.714138,0.264083,-0.428279,1.98575
0.228373,14.5909,0.849014,0.338386,-0.592589,1.6702
0.236451,15.3449,0.811189,0.318055,-0.56505,3.03646
0.201779,14.3612,0.754507,0.34741,-0.400682,2.02181
0.259726,15.1446,0.883997,0.22981,-0.550142,2.57578
0.268614,14.9179,0.652677,0.51617,-0.629311,2.62151
0.225894,14.8105,0.50976,0.345905,-0.562889,1.81258
0.251554,15.0776,0.869099,0.274635,-0.573582,2.39658
0.282325,15.0088,0.78952,0.315124,-0.293485,1.58358
0.24364,15.1746,0.67523,0.850451,-0.621801,2.70984
0.220805,14.528,0.713862,0.602916,-0.79894,2.26259
0.240438,14.8123,0.860891,0.325997,-0.585542,3.04057
0.223055,14.7941,0.741512,0.166584,-0.5588,2.27269
0.195034,14.2797,0.766087,0.29063,-0.455817,3.06867
0.21776,14.6195,0.785042,0.272865,-0.739144,3.02671
0.225907,14.6186,0.85238,0.249391,-0.680706,1.96938
0.200708,14.308,0.932913,0.301443,-0.617614,1.34948
0.246228,14.9503,0.952588,0.245058,-0.567949,1.24134
0.27938,15.2483,0.856475,0.215848,-0.493419,1.70202
0.231637,14.8718,0.787607,0.235229,-0.395225,1.86934
0.222364,14.548,0.929354,0.370096,-0.402317,2.50802
0.237782,14.7413,0.726634,0.350687,-0.490205,2.06217
0.239455,14.699,0.753177,0.45202,-0.707142,1.63671
0.18126,13.9831,0.856686,0.267839,-0.59852,1.61399
0.209401,14.5189,0.906816,0.423324,-0.410595,1.33259
0.249164,14.5666,0.779789,0.250765,-0.474435,2.681
0.217937,14.4652,0.771418,0.248213,-0.603129,1.85968
0.24951,14.9242,0.642383,0.388527,-0.549005,1.95971
0.189704,14.2796,0.699403,0.240026,-0.484055,2.62256
0.254392,14.8762,0.879405,0.316027,-0.596686,1.71939
0.230326,14.94,0.901595,0.404613,-0.600956,1.56147
0.242415,15.0014,0.750654,0.325614,-0.566254,2.07732
0.241417,14.3886,0.796329,0.317802,-0.617568,2.71338
0.269231,15.0652,0.871472,0.471712,-0.510337,4.04384
0.26413,15.3946,0.866628,0.260751,-0.475202,2.36727
0.197588,14.1152,0.804167,0.208705,-0.683173,3.06624
0.236628,14.6847,0.858602,0.399754,-0.369323,3.63499
0.213366,14.0283,0.76882,0.382672,-0.515135,2.43377
0.204765,14.6586,0.902698,0.21779,-0.530658,0.96438
0.228471,14.8763,0.844987,0.348036,-0.44557,1.46856
0.263439,14.6592,0.587725,0.220829,-0.35405,4.83567
0.247125,14.5279,0.85384,0.307405,-0.634369,1.62096
0.249516,14.9622,0.676786,0.298651,-0.439591,2.579
0.224486,14.3432,0.763614,0.271227,-0.546839,4.80474
0.245067,14.6593,0.933172,0.294459,-0.656012,4.13757
0.193253,14.255,0.789631,0.312544,-0.686949,1.15589
0.203203,14.3649,0.916773,0.275278,-0.574296,4.0655
0.239537,14.8538,0.686177,0.474871,-0.555168,4.09161
0.199528,14.3963,0.801878,0.214024,-0.500731,1.61149
0.203268,14.3503,0.912525,0.40062,-0.525028,3.92316
0.232301,14.7946,0.570695,0.327023,-0.644388,2.29323
0.207766,14.3343,0.925992,0.300763,-0.437228,4.15454
0.259882,15.0404,0.740342,0.268838,-0.74305,3.00948
0.239964,14.5691,0.94004,0.325715,-0.401509,2.26934
0.192229,14.2044,0.858633,0.454628,-0.599236,3.39573
0.220431,14.7086,0.852066,0.533595,-0.470122,1.41556
0.215293,14.9295,0.809704,0.301848,-0.534159,2.33793
0.262757,15.0226,0.880168,0.330806,-0.711577,1.64556
0.247174,14.7994,0.918599,0.367043,-0.357141,3.72113
0.22775,14.4432,0.598442,0.418441,-0.547283,1.69958
0.240661,14.8019,0.755518,0.343723,-0.572391,3.68351
0.23054,14.532,0.867407,0.416624,-0.474386,3.20205
0.217997,14.6047,0.703922,0.317676,-0.645051,1.10218
0.214649,14.3039,0.813027,0.356156,-0.445996,1.50542
0.24375,14.5513,0.78838,0.413863,-0.524285,2.50619
0.237806,15.0175,0.765624,0.168155,-0.678872,3.68683
0.235559,14.7878,0.945072,0.32135,-0.637529,1.89419
0.198173,14.3229,0.786042,0.333441,-0.45821,2.34413
0.25741,14.9625,0.845769,0.511267,-0.543403,2.29861
0.225035,14.7149,0.725936,0.273328,-0.690853,2.96021
0.20569,14.4237,0.845012,0.63774,-0.477638,1.70393
0.249949,15.2177,0.857085,0.311697,-0.399257,1.60564
0.278475,15.1936,0.883149,0.241191,-0.40548,1.97164
0.225489,14.9716,0.692766,0.324679,-0.833298,1.9256
0.214474,14.4625,0.840276,0.371193,-0.423474,2.33102
0.225572,14.7384,0.654509,0.259419,-0.590635,3.17119
0.240206,14.8004,0.866148,0.26926,-0.605029,4.51542
0.223266,14.6371,0.656969,0.27558,-0.69417,2.36818
0.215572,14.4535,0.926402,0.432551,-0.717316,1.45771
0.200098,14.5666,0.811604,0.26008,-0.438684,1.88075
0.226025,14.4568,0.772099,0.284925,-0.598824,3.97629
0.211984,14.8565,0.870621,0.333088,-0.57094,2.59063
0.233732,14.4361,0.922723,0.223708,-0.760256,2.50629
0.243762,14.849,0.751426,0.297119,-0.414656,2.4123
0.236204,14.8744,0.795937,0.41145,-0.427845,1.61734
0.242662,14.7962,0.720926,0.292296,-0.750394,1.66812
0.215454,14.9425,0.887972,0.236005,-0.617546,2.26781
0.222907,14.4835,0.828539,0.294148,-0.645404,2.53428
0.249505,14.9382,0.794508,0.19394,-0.614416,1.76368
0.204946,14.4298,0.722819,0.153941,-0.652401,3.25622
0.253276,14.7213,0.890992,0.422542,-0.433454,4.32018
0.184767,14.1197,0.807813,0.321666,-0.300036,2.58677
0.275898,15.4687,0.783004,0.305723,-0.735647,1.37009
0.222529,14.8038,0.550852,0.282762,-0.464482,3.26297
0.206515,14.5394,0.752156,0.204913,-0.580415,2.53561
0.21808,14.64,0.529568,0.246131,-0.513057,2.58366
0.249242,14.9829,0.833254,0.222992,-0.741721,2.19061
0.206243,14.4089,0.721326,0.266688,-0.522178,2.74576
0.240205,15.0502,0.90409,0.419155,-0.485006,4.44792
0.224743,14.6489,0.91387,0.305596,-0.455202,2.17705
0.24551,15.012,0.919729,0.499286,-0.398162,3.01346
0.27442,15.549,0.790278,0.278962,-0.539516,1.71392
0.201756,14.5353,0.741658,0.349634,-0.496279,2.03111
0.234637,14.6691,0.653205,0.307191,-0.646358,1.24664
0.235034,14.6156,0.854715,0.340485,-0.574024,2.32979
0.211412,14.8739,0.742994,0.255152,-0.461054,2.29312
0.272601,14.7884,0.675006,0.181156,-0.509168,1.97492
0.238087,15.0106,0.618801,0.200996,-0.344727,1.18876
0.237346,14.8894,0.89645,0.35258,-0.624634,2.85271
0.212473,14.7406,0.791973,0.321967,-0.52717,2.50973
0.236093,14.6249,0.624192,0.586697,-0.5805,5.18248
0.182141,13.8858,0.740701,0.266343,-0.410905,3.66395
0.236833,15.0088,0.817834,0.338564,-0.788289,1.26692
0.218392,14.4069,0.897185,0.417379,-0.508545,1.26521
0.212106,14.4129,0.849103,0.256085,-0.447395,2.5893
0.216422,14.6385,0.875175,0.234602,-0.682563,2.04608
0.231858,14.8625,0.769848,0.289197,-0.467784,2.76461
0.236223,14.5165,0.825469,0.328834,-0.558924,1.89379
0.199047,14.4142,0.901765,0.254177,-0.68393,3.09174
0.252851,14.8365,0.772741,0.324184,-0.610188,1.73111
0.180629,14.2892,0.762049,0.223495,-0.525322,2.39598
0.2328,14.502,0.846021,0.321206,-0.524741,4.01652
0.228093,14.9511,0.745814,0.251686,-0.666955,3.65254
0.23236,14.9395,0.823438,0.334524,-0.681926,3.68648
0.220593,14.8746,0.987758,0.32847,-0.549498,1.49079
0.242803,14.7125,0.888863,0.234033,-0.561601,2.07181
0.196885,14.5069,0.803066,0.394843,-0.754916,3.52888
0.212085,14.6494,0.89341,0.402299,-0.605661,1.66944
0.253226,15.3053,0.807673,0.342476,-0.500307,1.67853
0.211367,14.5209,0.839631,0.246375,-0.653026,1.94563
0.225436,14.6668,0.786018,0.449764,-0.53756,4.77387
0.219993,14.4223,0.910851,0.27765,-0.679098,3.40054
0.210598,14.446,0.855071,0.329303,-0.359812,2.21082
0.221811,14.3505,0.930884,0.175003,-0.529381,2.51642
0.229694,14.8826,0.771827,0.241763,-0.593147,2.31341
0.220085,14.2992,0.759494,0.245972,-0.598927,1.58874
0.223084,14.6263,0.754696,0.19988,-0.780258,1.97663
0.202197,14.2651,0.807082,0.381559,-0.36639,3.05427
0.234995,14.7729,0.97567,0.301718,-0.616285,2.77213
0.234158,14.8006,0.754007,0.309748,-0.628066,1.86496
0.229872,14.7397,0.947442,0.341047,-0.193294,2.00779
0.244394,15.4616,0.866813,0.301787,-0.680989,2.92705
0.186073,14.2566,0.842042,0.205704,-0.579672,1.36088
0.232522,14.517,0.983709,0.335076,-0.523236,2.35931
0.219296,14.6036,0.783469,0.287372,-0.514974,3.40183
0.220992,14.6482,0.821555,0.29418,-0.702581,4.4367
0.252649,15.4632,0.824964,0.236314,-0.64545,1.69201
0.257774,15.3744,0.873677,0.505942,-0.582051,2.65932
0.198469,14.1227,0.64839,0.43755,-0.54521,2.6266
0.215935,14.4516,0.745102,0.274474,-0.235989,1.81805
0.23827,14.5971,0.661445,0.521118,-0.480923,3.52315
0.243582,15.1168,0.723681,0.32211,-0.574691,3.96005
0.204612,14.4588,0.791629,0.282591,-0.578364,2.14065
0.194175,14.4087,0.937778,0.337965,-0.532059,2.24783
0.21058,14.3913,0.930778,0.206156,-0.484072,3.34011
0.226686,14.5306,0.931425,0.299265,-0.408527,1.34652
0.246582,14.5065,0.772638,0.305582,-0.656672,2.29758
0.210015,14.1224,0.790952,0.402886,-0.586799,1.1923
0.224155,15.0272,0.695305,0.331978,-0.560374,1.2098
0.245332,14.694,0.818881,0.338796,-0.6684,1.3907
0.226429,14.5159,0.710939,0.38025,-0.5514,3.86609
0.217257,14.597,0.429802,0.475455,-0.59207,2.32177
0.244166,15.1296,0.773458,0.392775,-0.666753,2.69449
0.233724,15.1158,0.623634,0.501207,-0.574517,3.19349
0.263932,15.5949,0.708614,0.22679,-0.689965,2.00174
0.289234,15.5588,0.696233,0.332223,-0.550391,3.01241
0.285704,15.2725,0.918985,0.390067,-0.534683,1.11275
0.229178,14.8223,0.847505,0.28237,-0.602905,1.48599
0.266658,15.5476,0.892134,0.388171,-0.691852,2.54066
0.251002,14.9184,0.817692,0.274499,-0.50761,2.13625
0.239197,15.0678,0.926613,0.259288,-0.441679,2.31521
0.250516,14.9631,0.705457,0.184923,-0.540401,2.4628
0.24126,15.0572,0.842796,0.439593,-0.667617,2.02409
0.22518,14.7189,0.834954,0.583487,-0.61138,2.17732
0.212535,14.8281,0.734919,0.416943,-0.510094,3.93886
0.24549,15.074,0.675136,0.34118,-0.53965,2.92584
0.251351,15.426,0.882145,0.330644,-0.59546,2.33908
0.215359,14.6051,0.954113,0.240286,-0.746256,1.58314
0.218997,14.5742,0.869541,0.404268,-0.842876,1.77778
0.215876,14.5896,0.837138,0.217115,-0.468685,6.77301
0.235848,14.876,0.949087,0.317853,-0.594332,2.46544
0.222466,14.7341,0.931388,0.335519,-0.442499,1.32224
0.236324,14.84,0.610196,0.242376,-0.399635,2.19047
0.269525,15.1111,0.928453,0.368061,-0.611927,2.49983
0.210731,14.7909,0.639114,0.255425,-0.396196,4.09994
0.273386,15.276,0.750621,0.323621,-0.719875,1.89963
0.271788,15.3294,0.846023,0.393048,-0.692617,2.20225
0.261357,15.1125,0.95342,0.522501,-0.647294,1.8797
0.227394,14.8123,0.605702,0.38666,-0.459361,2.65386
0.224758,15.0424,0.69177,0.209249,-0.462974,2.2803
0.269937,15.3943,0.6853,0.408325,-0.468799,1.27109
0.273821,15.6411,0.913906,0.647993,-0.520433,1.71505
0.218123,13.951,0.830734,0.291363,-0.591166,1.71403
